messageID,user,role,message,groupID,fileID,date,time,seanceID
424,189522.0,Driver,"""base"" déso faute de frappe",47,f00b08ec-1e89-413f-b8fe-39bf143942a1,2024-10-09,04:26:50,1
425,184262.0,Navigator,ok tkt,47,f00b08ec-1e89-413f-b8fe-39bf143942a1,2024-10-09,04:27:08,1
426,184262.0,Navigator,je dois faire quoi concretement?,47,f00b08ec-1e89-413f-b8fe-39bf143942a1,2024-10-09,04:30:15,1
427,189522.0,Driver,tu peut demander la main pour editer le code a ton tour sinon la j'ai une erreur sur le code si tu veux essayer de corriger,47,f00b08ec-1e89-413f-b8fe-39bf143942a1,2024-10-09,04:31:11,1
428,184262.0,Navigator,elle est ou l'erreur?,47,f00b08ec-1e89-413f-b8fe-39bf143942a1,2024-10-09,04:32:19,1
429,189522.0,Driver,line 4 apparement mais je crois qu'il faut juste que j'utilise des [] a la place de (),47,f00b08ec-1e89-413f-b8fe-39bf143942a1,2024-10-09,04:32:52,1
430,184262.0,Navigator,c'est bon comme sa ?,47,f00b08ec-1e89-413f-b8fe-39bf143942a1,2024-10-09,04:33:52,1
431,189522.0,Driver,c'est bon ça marche,47,f00b08ec-1e89-413f-b8fe-39bf143942a1,2024-10-09,04:33:59,1
432,184262.0,Navigator,j'execute?,47,f00b08ec-1e89-413f-b8fe-39bf143942a1,2024-10-09,04:34:20,1
433,189522.0,Driver,si tu veux tester quand ta fini de tester dit moi et on termine l'activité,47,f00b08ec-1e89-413f-b8fe-39bf143942a1,2024-10-09,04:34:47,1
434,184262.0,Navigator,vas-y demande la main,47,f00b08ec-1e89-413f-b8fe-39bf143942a1,2024-10-09,04:35:28,1
435,184262.0,Navigator,on termine l'activité,47,f00b08ec-1e89-413f-b8fe-39bf143942a1,2024-10-09,04:36:26,1
436,184262.0,Navigator,?,47,f00b08ec-1e89-413f-b8fe-39bf143942a1,2024-10-09,04:36:33,1
437,87321.0,Driver,Je t'avoues que je ne sait pas quoi faire tu pourrais prendre la main s'il te plait ,48,f23007e9-3bef-4ba6-affd-68c66cd75380,2024-10-09,04:24:55,1
438,197902.0,Navigator,bonne chance ,48,f23007e9-3bef-4ba6-affd-68c66cd75380,2024-10-09,04:25:10,1
439,87321.0,Driver,-_-,48,f23007e9-3bef-4ba6-affd-68c66cd75380,2024-10-09,04:25:23,1
440,87321.0,Driver,-_-,48,f23007e9-3bef-4ba6-affd-68c66cd75380,2024-10-09,04:40:04,1
441,200552.0,Driver,bonjour,49,f374e410-f777-4ef0-8a15-14267dd8ed09,2024-10-09,04:22:58,1
442,200552.0,Driver,bonjour,49,f374e410-f777-4ef0-8a15-14267dd8ed09,2024-10-09,04:23:02,1
443,188437.0,Navigator,bjr,49,f374e410-f777-4ef0-8a15-14267dd8ed09,2024-10-09,04:23:24,1
444,200552.0,Driver,tu vois les ligne de codes ?,49,f374e410-f777-4ef0-8a15-14267dd8ed09,2024-10-09,04:27:43,1
445,188437.0,Navigator,oui j'vois,49,f374e410-f777-4ef0-8a15-14267dd8ed09,2024-10-09,04:28:20,1
446,188437.0,Navigator,tu as fais des tests?,49,f374e410-f777-4ef0-8a15-14267dd8ed09,2024-10-09,04:28:34,1
447,200552.0,Driver,pas encore,49,f374e410-f777-4ef0-8a15-14267dd8ed09,2024-10-09,04:28:42,1
448,188437.0,Navigator,ça l'air correct,49,f374e410-f777-4ef0-8a15-14267dd8ed09,2024-10-09,04:29:16,1
449,188437.0,Navigator,c'est ok,49,f374e410-f777-4ef0-8a15-14267dd8ed09,2024-10-09,04:34:49,1
450,200552.0,Driver,on fini ?,49,f374e410-f777-4ef0-8a15-14267dd8ed09,2024-10-09,04:35:29,1
451,183337.0,Driver,bonjour ,1,00c09563-99f4-42da-9346-d73355a9b8d9,2024-11-12,04:30:24,2
452,145133.0,Navigator,bonjour,1,00c09563-99f4-42da-9346-d73355a9b8d9,2024-11-12,04:30:44,2
453,145133.0,Navigator,tu es bloqué?,1,00c09563-99f4-42da-9346-d73355a9b8d9,2024-11-12,04:36:03,2
454,145133.0,Driver,hésite pas si t'as une idée,1,00c09563-99f4-42da-9346-d73355a9b8d9,2024-11-12,04:39:50,2
455,183337.0,Navigator,ok ,1,00c09563-99f4-42da-9346-d73355a9b8d9,2024-11-12,04:40:06,2
456,183337.0,Navigator,on peut utiliser utiliser quelle cas d'apres toi ,1,00c09563-99f4-42da-9346-d73355a9b8d9,2024-11-12,04:43:06,2
457,145133.0,Driver,en fait il faut utiliser les deux,1,00c09563-99f4-42da-9346-d73355a9b8d9,2024-11-12,04:43:33,2
458,183337.0,Navigator,du moin lequelle serait le plus adapté,1,00c09563-99f4-42da-9346-d73355a9b8d9,2024-11-12,04:43:43,2
459,145133.0,Driver,les 2,1,00c09563-99f4-42da-9346-d73355a9b8d9,2024-11-12,04:43:59,2
460,183337.0,Navigator,ok ,1,00c09563-99f4-42da-9346-d73355a9b8d9,2024-11-12,04:44:07,2
461,145133.0,Driver,l'une ne va pas sans l'autre,1,00c09563-99f4-42da-9346-d73355a9b8d9,2024-11-12,04:44:08,2
462,145133.0,Driver,le premier cas sera pour des nombre romain comme XVI,1,00c09563-99f4-42da-9346-d73355a9b8d9,2024-11-12,04:44:35,2
463,145133.0,Driver,le second pour XIV,1,00c09563-99f4-42da-9346-d73355a9b8d9,2024-11-12,04:44:44,2
464,145133.0,Driver,"je ne pense pas que ça marche, mais est ce que tu peux lancer les test (sur la droite)",1,00c09563-99f4-42da-9346-d73355a9b8d9,2024-11-12,04:51:14,2
465,183337.0,Navigator,je croix que tas oublier de rajouter égal devant le superieur du cas n°1,1,00c09563-99f4-42da-9346-d73355a9b8d9,2024-11-12,04:52:51,2
466,145133.0,Driver,oui merci,1,00c09563-99f4-42da-9346-d73355a9b8d9,2024-11-12,04:53:12,2
467,183337.0,Navigator,la fonction est terminer ?,1,00c09563-99f4-42da-9346-d73355a9b8d9,2024-11-12,04:54:37,2
468,145133.0,Driver,je pense,1,00c09563-99f4-42da-9346-d73355a9b8d9,2024-11-12,04:55:09,2
469,183337.0,Navigator,ok du couq on peut passer questionaires,1,00c09563-99f4-42da-9346-d73355a9b8d9,2024-11-12,04:57:54,2
470,145133.0,Driver,oui la réponse est RDB,1,00c09563-99f4-42da-9346-d73355a9b8d9,2024-11-12,04:59:28,2
471,183337.0,Navigator,ok ,1,00c09563-99f4-42da-9346-d73355a9b8d9,2024-11-12,04:59:48,2
472,197552.0,Navigator,tu peux peut etre rajouter un else pour la soustraction ,2,06fbf257-abe4-4500-8568-f90d021e5486,2024-11-13,07:04:01,2
473,197552.0,Navigator,le 'romain' il est pas défini pour l'instant il me semble ,2,06fbf257-abe4-4500-8568-f90d021e5486,2024-11-13,07:06:32,2
474,212074.0,Driver,si c'est bon le romain est définie en paramètre,2,06fbf257-abe4-4500-8568-f90d021e5486,2024-11-13,07:06:52,2
475,212074.0,Driver,"donc quand tu appelle la fonction add avec ""XIV"" par exemple, il est définie pour la fonction mais pas pour le reste du code",2,06fbf257-abe4-4500-8568-f90d021e5486,2024-11-13,07:07:14,2
476,212074.0,Driver,ce que j'ai fait c'est que je parcours chaque lettre dans la chaine de caractère,2,06fbf257-abe4-4500-8568-f90d021e5486,2024-11-13,07:07:32,2
477,212074.0,Driver,et à chaque lettre parcourue,2,06fbf257-abe4-4500-8568-f90d021e5486,2024-11-13,07:07:39,2
478,212074.0,Driver,avec le if on regarde si la valeur qui se trouve à droite n'est pas plus grand alors on ajoute ou sinon on soustrai,2,06fbf257-abe4-4500-8568-f90d021e5486,2024-11-13,07:08:44,2
479,212074.0,Driver,quand j'ai écris i < len(romain) - 1 c'est pour vérifier qu'on sors pas du dictionnaire quand on par à droite,2,06fbf257-abe4-4500-8568-f90d021e5486,2024-11-13,07:09:14,2
480,197552.0,Navigator,oui okk je vois ,2,06fbf257-abe4-4500-8568-f90d021e5486,2024-11-13,07:09:41,2
481,212074.0,Driver,dans avec le and VALEUR[romain[i]] < VALEUR[romain[i+1]] c'est là qu'on vérifie que le chiffre à droite est plus grand,2,06fbf257-abe4-4500-8568-f90d021e5486,2024-11-13,07:09:57,2
482,212074.0,Driver,donc avec*,2,06fbf257-abe4-4500-8568-f90d021e5486,2024-11-13,07:10:04,2
483,212074.0,Driver,et si les deux condition sont respectés alors on soustrais sinon on additionne,2,06fbf257-abe4-4500-8568-f90d021e5486,2024-11-13,07:10:49,2
484,197552.0,Navigator,"ok, parfait, t'a besoin de rajouter qqch ? ou on finit ?",2,06fbf257-abe4-4500-8568-f90d021e5486,2024-11-13,07:11:10,2
485,212074.0,Driver,pour moi c'est finis si tu as compris comment ça fonctionne après si tu veux rajouter quelque chose tu peux,2,06fbf257-abe4-4500-8568-f90d021e5486,2024-11-13,07:11:49,2
486,197552.0,Navigator,c'est bon pour moi ,2,06fbf257-abe4-4500-8568-f90d021e5486,2024-11-13,07:12:06,2
487,212074.0,Driver,okk on finis l'activité alors,2,06fbf257-abe4-4500-8568-f90d021e5486,2024-11-13,07:12:15,2
488,197552.0,Navigator,oui,2,06fbf257-abe4-4500-8568-f90d021e5486,2024-11-13,07:12:27,2
489,212074.0,Navigator,commence par faire le dico delimiteurs,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:22:13,2
490,188487.0,Driver,tu veux prendre la main ?,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:22:43,2
491,188487.0,Navigator,c'est Quentin ?,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:23:11,2
492,212074.0,Driver,Non dutout,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:23:56,2
493,188487.0,Navigator,ah sorry 🤣,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:24:06,2
494,212074.0,Driver,Tkt,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:24:12,2
495,188487.0,Navigator,mais t'es fort(e) 😭,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:24:57,2
496,212074.0,Driver,non ça va,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:25:24,2
497,212074.0,Driver,j'essaie déjà bien comprendre le truc en tapant le code mais je sais pas si c'est bon,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:25:41,2
498,212074.0,Driver,,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:26:07,2
499,188487.0,Navigator,je vais essayer de comprendre ce que tu as mis mais c'est pas gagné,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:26:30,2
500,212074.0,Driver,je pourrais t'expliquer quand j'ai finis,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:26:47,2
501,188487.0,Navigator,"okay c'est super cool mercii, mais tu es où dans la salle ?",3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:27:27,2
502,212074.0,Driver,dans les rangs du milieu,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:27:52,2
503,188487.0,Navigator,ah bah t'es devant moi 🤣,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:28:49,2
504,212074.0,Driver,a ouais,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:29:01,2
505,212074.0,Driver,tu veux essayer quelque chose ?,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:34:21,2
506,188487.0,Navigator,alors je t'avouerai que j'ai pas compris grand chose désolée,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:35:07,2
507,212074.0,Driver,au fait je crois que c'est bon mais je comprend pas pourquoi il retourne True et False sur deux ligne difféente,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:38:42,2
508,212074.0,Driver,différente*,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:38:46,2
509,212074.0,Driver,alors qu'il doit retourner une fois soit False ou soit True,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:38:59,2
510,188487.0,Navigator,ahh oui je vois alors là je sais pas du tout,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:39:39,2
511,212074.0,Driver,mais je crois que c'est bon pas parce que sur mon editeur il renvoie une seul fois et non deux fois,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:40:25,2
512,188487.0,Navigator,si tu penses que c'est bon en soit je te fais confiance,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:41:36,2
513,188487.0,Navigator,si tu penses que c'est bon en soit je te fais confiance,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:46:29,2
514,212074.0,Driver,mais je crois que c'est bon pas parce que sur mon editeur il renvoie une seul fois et non deux fois,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:46:29,2
515,188487.0,Navigator,mais là c'est fini non ?,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:53:02,2
516,212074.0,Driver,non c'est bon attend,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:54:57,2
517,212074.0,Driver,c'est bon j'ai finis,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:58:03,2
518,188487.0,Navigator,super bravo en tout cas mdrr,3,0d94b0ba-cd22-4ae7-a3b0-500ac9594482,2024-11-13,07:58:53,2
519,76628.0,Driver,heh,4,12d6b0d5-1893-463f-9868-64b6273de4f3,2024-11-12,04:43:54,2
520,190452.0,Driver,c qui,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:23:48,2
521,156001.0,Navigator,T ou vers la salle ,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:24:10,2
522,156001.0,Navigator,dans la salle ,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:24:19,2
523,190452.0,Driver,plutot derriere,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:24:31,2
524,156001.0,Navigator,ah d'accord ,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:25:41,2
525,190452.0,Driver,et toi,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:26:02,2
526,156001.0,Navigator,a coté du gars qui a le maillot de Bresil ,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:27:00,2
527,190452.0,Driver,vazy jte laisse cook,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:27:48,2
528,156001.0,Navigator,non vas y t'as la main ,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:27:57,2
529,190452.0,Driver,vz guette ça,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:28:08,2
530,156001.0,Navigator,copier coller chatgpt mdrr ,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:29:23,2
531,190452.0,Driver,nan frr je tape super vite c tt ,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:30:06,2
532,156001.0,Navigator,vas y donne l'exemple,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:30:10,2
533,190452.0,Driver,c confidentiel desole....,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:30:35,2
534,156001.0,Navigator,mdrr ,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:30:56,2
535,190452.0,Driver,ta prit le truc la,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:36:56,2
536,156001.0,Navigator,pile is not defined ,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:37:38,2
537,190452.0,Driver,accepte ma dmd ,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:42:53,2
538,190452.0,Driver,pour que je puisse editer,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:43:06,2
539,156001.0,Navigator,pile is not defined ,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:46:04,2
540,190452.0,Driver,pour que je puisse editer,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:46:04,2
541,156001.0,Navigator,viens on finit l'activité pourqu'on notre point bonus ,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:55:47,2
542,190452.0,Driver,vz,5,159a9e03-03cc-4826-84cc-b25b912a937b,2024-11-13,07:58:31,2
543,209919.0,Navigator,he,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:27:07,2
544,209919.0,Navigator,tu fais?,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:27:13,2
545,209919.0,Navigator,hey,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:27:39,2
546,209919.0,Navigator,yooooo,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:28:14,2
547,209919.0,Navigator,weshhh donne la main stp,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:28:57,2
548,153801.0,Driver,cbon ?,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:29:50,2
549,209919.0,Navigator,oui mais tu as une idee,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:30:04,2
550,209919.0,Navigator,?,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:30:06,2
551,153801.0,Driver,on pourrait utiliser une pile,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:31:51,2
552,209919.0,Navigator,une pile?,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:32:04,2
553,209919.0,Navigator,mais si tu as une idee je peux te donne la main,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:32:24,2
554,153801.0,Driver,toi ta une idée ?,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:32:43,2
555,153801.0,Driver,si t'en a dit parce que moi chui pas trop fort en python ,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:33:24,2
556,209919.0,Navigator,je sais pas mais j ai une idee mais niveau dictionnaire je ne suis pas trop calé,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:33:39,2
557,209919.0,Navigator,bahh j essaie si tu vois une erreur dit,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:33:53,2
558,153801.0,Driver,vasy,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:33:59,2
559,209919.0,Navigator,ok,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:34:25,2
560,153801.0,Driver,ta fini ?,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:35:00,2
561,209919.0,Navigator,bahh j ai pas trop l idee si tu en as tu peux essayer,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:35:36,2
562,153801.0,Driver,vasy passe les commandes,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:36:16,2
563,209919.0,Navigator,ok,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:36:33,2
564,153801.0,Driver,ta une idée après ?,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:40:56,2
565,209919.0,Navigator,le else doit etre dans la mm ligne que if,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:41:43,2
566,209919.0,Navigator,else,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:41:47,2
567,153801.0,Driver,oui effectivement,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:42:07,2
568,209919.0,Navigator,genre l indentation pardon,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:42:14,2
569,209919.0,Navigator,"bahh normalement si il n est pas , ça doit afficher false non?",6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:42:50,2
570,153801.0,Driver,et ducoup t'a une idée de la condition ?,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:42:53,2
571,153801.0,Driver,"nn car il faut une condition si elle est ""FERMANT""",6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:43:55,2
572,209919.0,Navigator,ahh d accord ,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:45:03,2
573,153801.0,Driver,t'a pas une idée ?,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:45:23,2
574,209919.0,Navigator,je reflechi un truc si c est possible ou pas,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:46:04,2
575,209919.0,Navigator,nomalement le dernier delimiteur ouvrant doit l enlever de la liste non?,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:47:50,2
576,153801.0,Driver,je pense pas parce qu'il faut les deux le delimiteur ouvrant et fermant,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:50:53,2
577,153801.0,Driver,après je suis pas sur,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:51:00,2
578,153801.0,Driver,toute façon on essaie avec sa et si sa marche pas eh plouf,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:51:29,2
579,209919.0,Navigator,"let's go bro , dictionnaire j ai pas trop compris du coup je te suis ",6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:52:12,2
580,153801.0,Driver,normalement c'est bon,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:55:10,2
581,209919.0,Navigator,j execute?,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:55:20,2
582,209919.0,Navigator,ça affiche erreur?,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:56:04,2
583,153801.0,Driver,oui parce que j'avais mis deux = mais cbon j'ai enlever,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:56:35,2
584,209919.0,Navigator,ok j essaie,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:56:50,2
585,209919.0,Navigator,du coup ?,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:57:03,2
586,209919.0,Navigator,"le return , tu devrais mettre les parenthese non?",6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:57:49,2
587,153801.0,Driver,att j'essaie une assertion,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:57:51,2
588,209919.0,Navigator,ok,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:57:57,2
589,209919.0,Navigator,on  fini l activité?,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:58:25,2
590,209919.0,Navigator,on a presque pllus le temps?,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:58:40,2
591,209919.0,Navigator,il reste moin de 5 min,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:59:27,2
592,209919.0,Navigator,on termine?,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:59:42,2
593,153801.0,Driver,ouais,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:59:46,2
594,209919.0,Navigator,ok,6,1b36d829-ddea-422c-964f-d2156f8f4532,2024-11-13,07:59:50,2
595,210369.0,Navigator,"slt, tu vois comment commencer?",7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,06:44:58,2
596,156001.0,Driver,Ouais je pense ,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,06:45:51,2
597,210369.0,Navigator,ok vas-y,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,06:46:18,2
598,210369.0,Navigator,"pour le dict je pensais qu'on fait {'I': 1, 'II':2 }ainsi de suite?}",7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,06:50:52,2
599,156001.0,Driver,Oui mais au lieu de faire tout ça alors qu'on a la numérotation de base je pense que c'est plus rapide si on suit l'intruction du debut je pense ,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,06:54:18,2
600,210369.0,Navigator,ok,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,06:56:50,2
601,210369.0,Navigator,t'as oublie egale,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,06:57:48,2
602,156001.0,Driver,merci continue ,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,06:58:19,2
603,210369.0,Navigator,tu sais comment transformer une chaine en tableau? ,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,06:59:23,2
604,156001.0,Driver,Non ,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,07:00:12,2
605,210369.0,Navigator,tu en pense quoi de ca?,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,07:10:24,2
606,156001.0,Driver,en vrai tu gère mon reuf,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,07:10:56,2
607,210369.0,Navigator,essaie de faire des exemples comme ca on voit ou on peut changer,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,07:11:33,2
608,156001.0,Driver,ça m'a mit une syntaxe error,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,07:12:00,2
609,156001.0,Driver,SyntaxError: ':' expected after dictionary key,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,07:12:28,2
610,210369.0,Navigator,tu vois l'erreur toi?,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,07:13:05,2
611,156001.0,Driver,à la première ligne ,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,07:13:11,2
612,210369.0,Navigator,tu vois l'erreur toi?,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,07:13:12,2
613,156001.0,Driver,à la première ligne ,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,07:13:13,2
614,210369.0,Navigator,essaie de voir,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,07:13:46,2
615,210369.0,Navigator,fait les espaces apres les doubles points,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,07:16:05,2
616,156001.0,Driver,ça marche ,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,07:16:25,2
617,210369.0,Navigator,ok,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,07:16:39,2
618,156001.0,Driver,on va finir l'activité parce que le code marche ,7,1c9ad4b3-1771-4b24-9c9f-be1ede049688,2024-11-13,07:18:02,2
619,177511.0,Driver,salut chef,8,1efd231d-6715-4b32-8215-dbefb97f3e9a,2024-11-12,05:12:01,2
620,183337.0,Navigator,salut ,8,1efd231d-6715-4b32-8215-dbefb97f3e9a,2024-11-12,05:12:51,2
621,177511.0,Driver,je te laisse faire la dictionnaire prends la main ,8,1efd231d-6715-4b32-8215-dbefb97f3e9a,2024-11-12,05:14:09,2
622,177511.0,Navigator,OUVRANT = '({[<' FERMANT = ')}]>',8,1efd231d-6715-4b32-8215-dbefb97f3e9a,2024-11-12,05:15:39,2
623,177511.0,Navigator,utilise ça dans le dictionnaire,8,1efd231d-6715-4b32-8215-dbefb97f3e9a,2024-11-12,05:15:51,2
624,183337.0,Navigator,ok  je vois ,8,1efd231d-6715-4b32-8215-dbefb97f3e9a,2024-11-12,05:16:39,2
625,177511.0,Driver,on parcourt la chaine ,8,1efd231d-6715-4b32-8215-dbefb97f3e9a,2024-11-12,05:18:32,2
